"Brillux 24-06-03","24-06-03","#faede4"
"Brillux 24-06-06","24-06-06","#ecdbcf"
"Brillux 24-06-09","24-06-09","#e4d0c6"
"Brillux 24-06-12","24-06-12","#d5c0b7"
"Brillux 24-06-15","24-06-15","#c3ada5"
"Brillux 24-06-18","24-06-18","#a79089"
"Brillux 24-06-21","24-06-21","#967d70"
"Brillux 24-06-24","24-06-24","#78605a"
"Brillux 24-06-27","24-06-27","#5f4949"
"Brillux 24-06-30","24-06-30","#432d30"
"Brillux 24-09-09","24-09-09","#eecdbf"
"Brillux 24-09-12","24-09-12","#e1bbab"
"Brillux 24-09-15","24-09-15","#d0a697"
"Brillux 24-09-18","24-09-18","#b78b7d"
"Brillux 24-09-21","24-09-21","#9e7c72"
"Brillux 24-09-24","24-09-24","#805851"
"Brillux 24-09-27","24-09-27","#623f3d"
"Brillux 24-09-30","24-09-30","#4e322b"
"Brillux 24-12-03","24-12-03","#fde8db"
"Brillux 24-12-06","24-12-06","#ffdccc"
"Brillux 24-12-09","24-12-09","#ffc8b3"
"Brillux 24-12-12","24-12-12","#efb7a2"
"Brillux 24-12-15","24-12-15","#e2a390"
"Brillux 24-12-18","24-12-18","#c68871"
"Brillux 24-12-21","24-12-21","#a86b5b"
"Brillux 24-15-12","24-15-12","#fcb49b"
"Brillux 24-15-15","24-15-15","#f19f84"
"Brillux 24-15-18","24-15-18","#d57b67"
"Brillux 24-15-21","24-15-21","#cd6a56"
"Brillux 24-15-24","24-15-24","#974c3b"
"Brillux 24-15-27","24-15-27","#703f39"
"Brillux 24-15-30","24-15-30","#5b3231"
"Brillux 24-18-21","24-18-21","#d06954"
"Brillux 24-18-24","24-18-24","#a04737"
"Brillux 24-18-27","24-18-27","#8b4639"
"Brillux 24-21-15","24-21-15","#ee663f"
"Brillux 24-21-18","24-21-18","#e25720"
"Brillux 24-21-21","24-21-21","#e05e2c"
"Brillux 24-21-24","24-21-24","#b84e2c"
"Brillux 24-24-21","24-24-21","#d94d28"
"Brillux 24-24-24","24-24-24","#ab4332"
"Brillux 27-09-03","27-09-03","#f3e0d6"
"Brillux 27-09-06","27-09-06","#f8e3d9"
"Brillux 27-09-09","27-09-09","#ecd0ca"
"Brillux 27-09-12","27-09-12","#dec0bc"
"Brillux 27-09-15","27-09-15","#cbaaa6"
"Brillux 27-09-18","27-09-18","#c89e94"
"Brillux 27-09-21","27-09-21","#ae7b6c"
"Brillux 27-09-24","27-09-24","#845653"
"Brillux 27-09-27","27-09-27","#713b3d"
"Brillux 27-09-30","27-09-30","#5b292d"
"Brillux 27-12-06","27-12-06","#fde0d7"
"Brillux 27-12-09","27-12-09","#f3cdc4"
"Brillux 27-12-12","27-12-12","#eabeb7"
"Brillux 27-12-15","27-12-15","#dda69d"
"Brillux 27-12-18","27-12-18","#c6847c"
"Brillux 27-12-21","27-12-21","#b37566"
"Brillux 27-12-24","27-12-24","#8d4d49"
"Brillux 27-12-27","27-12-27","#7b3938"
"Brillux 27-12-30","27-12-30","#762827"
"Brillux 27-15-06","27-15-06","#ffd7cd"
"Brillux 27-15-09","27-15-09","#ffc6bb"
"Brillux 27-15-12","27-15-12","#f9b3a9"
"Brillux 27-15-15","27-15-15","#eaa69c"
"Brillux 27-15-18","27-15-18","#d47b6f"
"Brillux 27-15-21","27-15-21","#b46158"
"Brillux 27-15-24","27-15-24","#9d443e"
"Brillux 27-18-15","27-18-15","#f4998c"
"Brillux 27-18-18","27-18-18","#e17264"
"Brillux 27-18-21","27-18-21","#c0574f"
"Brillux 27-18-24","27-18-24","#a6463c"
"Brillux 27-18-27","27-18-27","#963731"
"Brillux 27-18-30","27-18-30","#86282d"
"Brillux 27-21-18","27-21-18","#e66c63"
"Brillux 27-21-21","27-21-21","#ba3e2d"
"Brillux 27-21-24","27-21-24","#b83435"
"Brillux 27-21-27","27-21-27","#9f2f30"
"Brillux 27-21-30","27-21-30","#a6383e"
"Brillux 27-24-24","27-24-24","#b82824"
"Brillux 27-24-27","27-24-27","#aa3432"
"Brillux 27-24-30","27-24-30","#9c3031"
"Brillux 30-06-06","30-06-06","#f0e0dd"
"Brillux 30-06-09","30-06-09","#e3d0cf"
"Brillux 30-06-12","30-06-12","#d8c7c6"
"Brillux 30-06-15","30-06-15","#baaaaa"
"Brillux 30-06-18","30-06-18","#a79395"
"Brillux 30-06-21","30-06-21","#8c7476"
"Brillux 30-06-24","30-06-24","#725c5f"
"Brillux 30-06-27","30-06-27","#5e4a4f"
"Brillux 30-06-30","30-06-30","#47383d"
"Brillux 30-09-03","30-09-03","#fde8e2"
"Brillux 30-09-06","30-09-06","#f8dfdd"
"Brillux 30-09-09","30-09-09","#eacdcb"
"Brillux 30-09-12","30-09-12","#e1b9b8"
"Brillux 30-09-15","30-09-15","#d69fa0"
"Brillux 30-09-18","30-09-18","#ca8787"
"Brillux 30-09-21","30-09-21","#9c7272"
"Brillux 30-09-24","30-09-24","#845c5d"
"Brillux 30-09-27","30-09-27","#684145"
"Brillux 30-09-30","30-09-30","#503339"
"Brillux 30-12-21","30-12-21","#a2686c"
"Brillux 30-12-24","30-12-24","#8e5258"
"Brillux 30-12-27","30-12-27","#733a43"
"Brillux 30-12-30","30-12-30","#562c36"
"Brillux 30-15-06","30-15-06","#feddda"
"Brillux 30-15-09","30-15-09","#fbcbc8"
"Brillux 30-15-12","30-15-12","#f1b7b4"
"Brillux 30-15-15","30-15-15","#e59c9a"
"Brillux 30-15-18","30-15-18","#d78682"
"Brillux 30-15-21","30-15-21","#c97376"
"Brillux 30-15-24","30-15-24","#b56061"
"Brillux 30-15-27","30-15-27","#94494a"
"Brillux 30-15-30","30-15-30","#833743"
"Brillux 30-15-33","30-15-33","#672834"
"Brillux 30-18-12","30-18-12","#f5b0b4"
"Brillux 30-18-15","30-18-15","#ed9098"
"Brillux 30-18-18","30-18-18","#dc6a75"
"Brillux 30-18-21","30-18-21","#c8565f"
"Brillux 30-18-24","30-18-24","#c74652"
"Brillux 30-18-27","30-18-27","#ab2e43"
"Brillux 30-18-30","30-18-30","#8f2330"
"Brillux 30-18-33","30-18-33","#6d262d"
"Brillux 30-21-21","30-21-21","#cb5869"
"Brillux 30-21-24","30-21-24","#a24351"
"Brillux 30-24-21","30-24-21","#b43941"
"Brillux 30-24-24","30-24-24","#9f303b"
"Brillux 33-06-03","33-06-03","#f5eee8"
"Brillux 33-06-06","33-06-06","#f1e3df"
"Brillux 33-06-09","33-06-09","#e0d2cf"
"Brillux 33-06-12","33-06-12","#d0c3c2"
"Brillux 33-06-15","33-06-15","#b9aeae"
"Brillux 33-06-18","33-06-18","#a59a9a"
"Brillux 33-06-21","33-06-21","#9b9291"
"Brillux 33-06-24","33-06-24","#827476"
"Brillux 33-06-27","33-06-27","#6c5e61"
"Brillux 33-06-30","33-06-30","#544b50"
"Brillux 33-09-12","33-09-12","#e4cecf"
"Brillux 33-09-15","33-09-15","#c8aeae"
"Brillux 33-09-18","33-09-18","#9c8285"
"Brillux 33-09-21","33-09-21","#9a757c"
"Brillux 33-09-24","33-09-24","#7c5962"
"Brillux 33-09-27","33-09-27","#65404b"
"Brillux 33-09-30","33-09-30","#592e38"
"Brillux 33-12-06","33-12-06","#f5e2e0"
"Brillux 33-12-09","33-12-09","#e9cccf"
"Brillux 33-12-12","33-12-12","#e6babe"
"Brillux 33-12-15","33-12-15","#d7a1a9"
"Brillux 33-12-18","33-12-18","#bb868f"
"Brillux 33-12-21","33-12-21","#a36d7b"
"Brillux 33-12-24","33-12-24","#8e5a6b"
"Brillux 33-12-27","33-12-27","#6f3b4e"
"Brillux 33-12-30","33-12-30","#4f2b3c"
"Brillux 33-15-21","33-15-21","#af6479"
"Brillux 33-15-24","33-15-24","#8f4251"
"Brillux 33-15-27","33-15-27","#68263d"
"Brillux 33-18-24","33-18-24","#b2334b"
"Brillux 33-18-27","33-18-27","#852a40"
"Brillux 36-03-03","36-03-03","#f7edeb"
"Brillux 36-03-06","36-03-06","#e8dfde"
"Brillux 36-03-09","36-03-09","#dbd2d3"
"Brillux 36-03-12","36-03-12","#c7bdc0"
"Brillux 36-03-15","36-03-15","#bbb0b3"
"Brillux 36-03-18","36-03-18","#9a9194"
"Brillux 36-03-21","36-03-21","#80787c"
"Brillux 36-03-24","36-03-24","#685f65"
"Brillux 36-03-27","36-03-27","#524a51"
"Brillux 36-03-30","36-03-30","#3f383e"
"Brillux 36-06-03","36-06-03","#faeceb"
"Brillux 36-06-06","36-06-06","#f1dfe2"
"Brillux 36-06-09","36-06-09","#e6ced5"
"Brillux 36-06-12","36-06-12","#debfca"
"Brillux 36-06-15","36-06-15","#c7a9b5"
"Brillux 36-06-18","36-06-18","#b08c9b"
"Brillux 36-06-21","36-06-21","#927381"
"Brillux 36-06-24","36-06-24","#7a5c6c"
"Brillux 36-06-27","36-06-27","#604553"
"Brillux 36-06-30","36-06-30","#4a3141"
"Brillux 36-09-06","36-09-06","#f4d9e1"
"Brillux 36-09-09","36-09-09","#f4c8d7"
"Brillux 36-09-12","36-09-12","#edb4c9"
"Brillux 36-09-15","36-09-15","#e299b8"
"Brillux 36-09-18","36-09-18","#c6819f"
"Brillux 36-09-21","36-09-21","#ac6788"
"Brillux 36-09-24","36-09-24","#8f4d6e"
"Brillux 36-09-27","36-09-27","#713557"
"Brillux 36-09-30","36-09-30","#532441"
"Brillux 36-09-33","36-09-33","#49293f"
"Brillux 36-12-21","36-12-21","#c4628f"
"Brillux 36-12-24","36-12-24","#a14174"
"Brillux 36-12-27","36-12-27","#842f5e"
"Brillux 36-15-21","36-15-21","#bd447b"
"Brillux 36-15-24","36-15-24","#a9316b"
"Brillux 36-15-27","36-15-27","#862e54"
"Brillux 39-06-06","39-06-06","#eee1e4"
"Brillux 39-06-09","39-06-09","#e2d4d8"
"Brillux 39-06-12","39-06-12","#d2c6cb"
"Brillux 39-06-15","39-06-15","#b9afb6"
"Brillux 39-06-18","39-06-18","#9b9096"
"Brillux 39-06-21","39-06-21","#877a81"
"Brillux 39-06-24","39-06-24","#6f6168"
"Brillux 39-06-27","39-06-27","#554753"
"Brillux 39-06-30","39-06-30","#433d3c"
"Brillux 39-09-09","39-09-09","#e4d0d8"
"Brillux 39-09-12","39-09-12","#d6bfc9"
"Brillux 39-09-15","39-09-15","#c3abb9"
"Brillux 39-09-18","39-09-18","#a78f9e"
"Brillux 39-09-21","39-09-21","#9f8793"
"Brillux 39-09-24","39-09-24","#785c6f"
"Brillux 39-09-27","39-09-27","#5b3e54"
"Brillux 39-12-09","39-12-09","#eeceda"
"Brillux 39-12-12","39-12-12","#debbcc"
"Brillux 39-12-15","39-12-15","#c7a1b8"
"Brillux 39-12-18","39-12-18","#b58aa5"
"Brillux 39-12-21","39-12-21","#986e88"
"Brillux 39-12-24","39-12-24","#7c5570"
"Brillux 39-12-27","39-12-27","#64395b"
"Brillux 39-15-09","39-15-09","#f5dee5"
"Brillux 39-15-12","39-15-12","#ebb2d0"
"Brillux 39-15-15","39-15-15","#e09ac3"
"Brillux 39-15-18","39-15-18","#ca7eab"
"Brillux 39-15-21","39-15-21","#a86c90"
"Brillux 39-15-24","39-15-24","#884f73"
"Brillux 39-15-27","39-15-27","#763c62"
"Brillux 39-15-30","39-15-30","#4e2647"
"Brillux 39-18-21","39-18-21","#bc609a"
"Brillux 39-18-24","39-18-24","#933877"
"Brillux 42-03-18","42-03-18","#989494"
"Brillux 42-06-03","42-06-03","#efedea"
"Brillux 42-06-06","42-06-06","#eae1e1"
"Brillux 42-06-09","42-06-09","#dbd0d4"
"Brillux 42-06-12","42-06-12","#cec4c9"
"Brillux 42-06-15","42-06-15","#b8adb4"
"Brillux 42-06-18","42-06-18","#a0939b"
"Brillux 42-06-21","42-06-21","#867b82"
"Brillux 42-06-24","42-06-24","#6e636b"
"Brillux 42-06-27","42-06-27","#5a4e5c"
"Brillux 42-09-18","42-09-18","#a28c9f"
"Brillux 42-09-21","42-09-21","#8a7489"
"Brillux 42-09-24","42-09-24","#725d73"
"Brillux 42-09-27","42-09-27","#5a455e"
"Brillux 42-12-06","42-12-06","#f6dee8"
"Brillux 42-12-09","42-12-09","#e7cedc"
"Brillux 42-12-12","42-12-12","#dabdcd"
"Brillux 42-12-15","42-12-15","#c7a5bd"
"Brillux 42-12-18","42-12-18","#b08aa8"
"Brillux 42-12-21","42-12-21","#94708f"
"Brillux 42-12-24","42-12-24","#856286"
"Brillux 42-15-15","42-15-15","#d0a2c3"
"Brillux 42-15-18","42-15-18","#bd8bb2"
"Brillux 42-15-21","42-15-21","#a06b97"
"Brillux 42-15-24","42-15-24","#84567e"
"Brillux 42-15-27","42-15-27","#624063"
"Brillux 42-15-30","42-15-30","#432a45"
"Brillux 42-18-15","42-18-15","#dd98ca"
"Brillux 42-18-18","42-18-18","#c97fb8"
"Brillux 42-18-21","42-18-21","#ae63a2"
"Brillux 42-18-24","42-18-24","#904689"
"Brillux 42-18-27","42-18-27","#7e3369"
"Brillux 42-21-12","42-21-12","#ddb9d9"
"Brillux 42-21-15","42-21-15","#c8a0ca"
"Brillux 42-21-18","42-21-18","#af84b9"
"Brillux 42-21-21","42-21-21","#a16da6"
"Brillux 42-21-24","42-21-24","#874b82"
"Brillux 42-21-27","42-21-27","#733872"
"Brillux 42-ME-01","42-me-01","#9c9b97"
"Brillux 45-06-03","45-06-03","#f3efed"
"Brillux 45-06-06","45-06-06","#e8e5e5"
"Brillux 45-06-09","45-06-09","#d6d3d7"
"Brillux 45-06-12","45-06-12","#c1bdc3"
"Brillux 45-06-15","45-06-15","#b6b3b8"
"Brillux 45-06-18","45-06-18","#96929a"
"Brillux 45-06-21","45-06-21","#827e86"
"Brillux 45-06-24","45-06-24","#666169"
"Brillux 45-06-27","45-06-27","#504c56"
"Brillux 45-06-30","45-06-30","#373644"
"Brillux 45-09-06","45-09-06","#efecee"
"Brillux 45-09-09","45-09-09","#dcd0d9"
"Brillux 45-09-12","45-09-12","#ccbfcc"
"Brillux 45-09-15","45-09-15","#bcafc1"
"Brillux 45-09-18","45-09-18","#a697a8"
"Brillux 45-09-21","45-09-21","#887c91"
"Brillux 45-09-24","45-09-24","#6a5f77"
"Brillux 45-09-27","45-09-27","#554762"
"Brillux 45-09-30","45-09-30","#433555"
"Brillux 45-12-06","45-12-06","#e5dfea"
"Brillux 45-12-09","45-12-09","#e1d6e5"
